,trade_date,open,low,close,pre_close,change,high
679,20160805,3.32,3.31,3.33,3.32,0.01,3.34
680,20160804,3.33,3.31,3.32,3.34,-0.02,3.34
681,20160803,3.35,3.33,3.34,3.36,-0.02,3.36
682,20160802,3.35,3.34,3.36,3.35,0.01,3.36
683,20160801,3.33,3.33,3.35,3.34,0.01,3.36
684,20160729,3.33,3.32,3.34,3.33,0.01,3.34
685,20160728,3.33,3.31,3.33,3.34,-0.01,3.34
686,20160727,3.35,3.3,3.34,3.36,-0.02,3.37
687,20160726,3.32,3.32,3.36,3.33,0.03,3.36
688,20160725,3.3,3.3,3.33,3.3,0.03,3.33
689,20160722,3.3,3.29,3.3,3.3,0.0,3.31
690,20160721,3.3,3.29,3.3,3.3,0.0,3.31
691,20160720,3.32,3.29,3.3,3.32,-0.02,3.32
692,20160719,3.34,3.31,3.32,3.34,-0.02,3.35
693,20160718,3.32,3.32,3.34,3.33,0.01,3.35
694,20160715,3.32,3.31,3.33,3.32,0.01,3.34
695,20160714,3.33,3.3,3.32,3.34,-0.02,3.33
696,20160713,3.3,3.29,3.34,3.3,0.04,3.35
697,20160712,3.25,3.24,3.3,3.25,0.05,3.31
698,20160711,3.23,3.23,3.25,3.23,0.02,3.27
699,20160708,3.25,3.23,3.23,3.26,-0.03,3.26
700,20160707,3.25,3.24,3.26,3.25,0.01,3.26
701,20160706,3.25,3.24,3.25,3.25,0.0,3.27
702,20160705,3.25,3.22,3.25,3.25,0.0,3.27
703,20160704,3.21,3.21,3.25,3.22,0.03,3.27
704,20160701,3.21,3.2,3.22,3.21,0.01,3.22
705,20160630,3.19,3.18,3.21,3.19,0.02,3.22
706,20160629,3.18,3.17,3.19,3.17,0.02,3.19
707,20160628,3.16,3.15,3.17,3.18,-0.01,3.18
708,20160627,3.15,3.13,3.18,3.16,0.02,3.18
709,20160624,3.2,3.14,3.16,3.2,-0.04,3.21
710,20160623,3.36,3.35,3.37,3.36,0.01,3.38
711,20160622,3.34,3.33,3.36,3.34,0.02,3.37
712,20160621,3.32,3.32,3.34,3.32,0.02,3.35
713,20160620,3.31,3.31,3.32,3.31,0.01,3.33
714,20160617,3.3,3.29,3.31,3.3,0.01,3.32
715,20160616,3.31,3.28,3.3,3.32,-0.02,3.32
716,20160615,3.3,3.3,3.32,3.32,0.0,3.34
717,20160614,3.3,3.29,3.32,3.3,0.02,3.32
718,20160613,3.34,3.3,3.3,3.36,-0.06,3.36
719,20160608,3.36,3.33,3.36,3.35,0.01,3.36
720,20160607,3.33,3.33,3.35,3.34,0.01,3.37
721,20160606,3.34,3.32,3.34,3.34,0.0,3.35
722,20160603,3.34,3.31,3.34,3.33,0.01,3.35
723,20160602,3.34,3.32,3.33,3.34,-0.01,3.35
724,20160601,3.36,3.33,3.34,3.36,-0.02,3.36
725,20160531,3.27,3.26,3.36,3.27,0.09,3.37
726,20160530,3.24,3.22,3.27,3.24,0.03,3.27
727,20160527,3.23,3.22,3.24,3.23,0.01,3.24
728,20160526,3.24,3.21,3.23,3.23,0.0,3.24
729,20160525,3.24,3.23,3.23,3.24,-0.01,3.25
730,20160524,3.25,3.23,3.24,3.26,-0.02,3.26
731,20160523,3.24,3.23,3.26,3.24,0.02,3.26
732,20160520,3.23,3.22,3.24,3.23,0.01,3.24
733,20160519,3.23,3.22,3.23,3.24,-0.01,3.24
734,20160518,3.24,3.19,3.24,3.24,0.0,3.25
735,20160517,3.25,3.23,3.24,3.25,-0.01,3.25
736,20160516,3.23,3.23,3.25,3.25,0.0,3.25
737,20160513,3.25,3.23,3.25,3.25,0.0,3.26
738,20160512,3.26,3.22,3.25,3.27,-0.02,3.27
739,20160511,3.28,3.25,3.27,3.27,0.0,3.28
740,20160510,3.27,3.27,3.27,3.28,-0.01,3.29
741,20160509,3.32,3.26,3.28,3.33,-0.05,3.34
742,20160506,3.37,3.32,3.33,3.37,-0.04,3.37
743,20160505,3.36,3.35,3.37,3.37,0.0,3.38
744,20160504,3.36,3.35,3.37,3.37,0.0,3.37
745,20160503,3.35,3.34,3.37,3.35,0.02,3.38
746,20160429,3.36,3.34,3.35,3.37,-0.02,3.37
747,20160428,3.36,3.34,3.37,3.35,0.02,3.37
748,20160427,3.37,3.35,3.35,3.36,-0.01,3.37
749,20160426,3.36,3.34,3.36,3.35,0.01,3.37
750,20160425,3.35,3.33,3.35,3.35,0.0,3.36
751,20160422,3.34,3.33,3.35,3.34,0.01,3.37
752,20160421,3.34,3.33,3.34,3.36,-0.02,3.37
753,20160420,3.39,3.29,3.36,3.38,-0.02,3.39
754,20160419,3.39,3.37,3.38,3.39,-0.01,3.4
755,20160418,3.4,3.38,3.39,3.42,-0.03,3.41
756,20160415,3.42,3.4,3.42,3.42,0.0,3.43
757,20160414,3.43,3.4,3.42,3.42,0.0,3.44
758,20160413,3.4,3.39,3.42,3.39,0.03,3.43
759,20160412,3.4,3.38,3.39,3.39,0.0,3.4
760,20160411,3.37,3.36,3.39,3.36,0.03,3.41
761,20160408,3.37,3.35,3.36,3.38,-0.02,3.4
762,20160407,3.43,3.38,3.38,3.42,-0.04,3.43
763,20160406,3.42,3.41,3.42,3.43,-0.01,3.44
764,20160405,3.39,3.39,3.43,3.41,0.02,3.44
765,20160401,3.39,3.36,3.41,3.4,0.01,3.41
766,20160331,3.4,3.38,3.4,3.4,0.0,3.42
767,20160330,3.36,3.35,3.4,3.34,0.06,3.41
768,20160329,3.35,3.33,3.34,3.35,-0.01,3.37
769,20160328,3.36,3.33,3.35,3.36,-0.01,3.38
770,20160325,3.35,3.34,3.36,3.35,0.01,3.38
771,20160324,3.38,3.35,3.35,3.39,-0.04,3.39
772,20160323,3.39,3.38,3.39,3.4,-0.01,3.41
773,20160322,3.42,3.4,3.4,3.43,-0.03,3.44
774,20160321,3.43,3.41,3.43,3.43,0.0,3.46
775,20160318,3.42,3.4,3.43,3.43,0.0,3.44
776,20160317,3.42,3.39,3.43,3.44,-0.01,3.43
777,20160316,3.37,3.37,3.44,3.38,0.06,3.44
778,20160315,3.4,3.34,3.38,3.4,-0.02,3.4
779,20160314,3.39,3.37,3.4,3.4,0.0,3.43
780,20160311,3.33,3.33,3.4,3.35,0.05,3.41
781,20160310,3.39,3.34,3.35,3.43,-0.08,3.42
782,20160309,3.35,3.33,3.43,3.4,0.03,3.44
783,20160308,3.37,3.3,3.4,3.39,0.01,3.41
784,20160307,3.38,3.36,3.39,3.4,-0.01,3.43
785,20160304,3.26,3.25,3.4,3.28,0.12,3.43
786,20160303,3.25,3.22,3.28,3.26,0.02,3.28
787,20160302,3.2,3.19,3.26,3.2,0.06,3.27
788,20160301,3.17,3.15,3.2,3.17,0.03,3.21
789,20160229,3.14,3.1,3.17,3.15,0.02,3.18
790,20160226,3.14,3.12,3.15,3.12,0.03,3.17
791,20160225,3.24,3.11,3.12,3.24,-0.12,3.25
792,20160224,3.23,3.21,3.24,3.24,0.0,3.25
793,20160223,3.28,3.22,3.24,3.29,-0.05,3.28
794,20160222,3.24,3.22,3.29,3.22,0.07,3.3
795,20160219,3.22,3.2,3.22,3.23,-0.01,3.23
796,20160218,3.24,3.22,3.23,3.24,-0.01,3.26
797,20160217,3.21,3.2,3.24,3.23,0.01,3.25
798,20160216,3.14,3.14,3.23,3.13,0.1,3.24
799,20160215,3.1,3.08,3.13,3.18,-0.05,3.15
800,20160205,3.19,3.17,3.18,3.19,-0.01,3.21
801,20160204,3.18,3.17,3.19,3.17,0.02,3.21
802,20160203,3.17,3.14,3.17,3.2,-0.03,3.18
803,20160202,3.16,3.15,3.2,3.17,0.03,3.22
804,20160201,3.22,3.14,3.17,3.22,-0.05,3.22
805,20160129,3.16,3.16,3.22,3.16,0.06,3.24
806,20160128,3.2,3.15,3.16,3.22,-0.06,3.22
807,20160127,3.24,3.14,3.22,3.24,-0.02,3.28
808,20160126,3.43,3.23,3.24,3.44,-0.2,3.43
809,20160125,3.45,3.42,3.44,3.45,-0.01,3.46
810,20160122,3.45,3.41,3.45,3.43,0.02,3.46
811,20160121,3.44,3.42,3.43,3.47,-0.04,3.53
812,20160120,3.52,3.44,3.47,3.53,-0.06,3.53
813,20160119,3.46,3.44,3.53,3.46,0.07,3.57
814,20160118,3.44,3.41,3.46,3.48,-0.02,3.49
815,20160115,3.57,3.46,3.48,3.59,-0.11,3.57
816,20160114,3.55,3.5,3.59,3.58,0.01,3.62
817,20160113,3.65,3.58,3.58,3.63,-0.05,3.66
818,20160112,3.67,3.6,3.63,3.65,-0.02,3.69
819,20160111,3.76,3.63,3.65,3.8,-0.15,3.78
820,20160108,3.82,3.73,3.8,3.79,0.01,3.86
821,20160107,3.87,3.74,3.79,3.89,-0.1,3.87
822,20160106,3.85,3.83,3.89,3.86,0.03,3.9
823,20160105,3.8,3.78,3.86,3.87,-0.01,3.92
824,20160104,4.01,3.87,3.87,4.01,-0.14,4.01
825,20151231,4.03,4.01,4.01,4.03,-0.02,4.03
826,20151230,4.04,4.01,4.03,4.04,-0.01,4.04
827,20151229,4.01,4.0,4.04,4.02,0.02,4.04
828,20151228,4.05,4.01,4.02,4.06,-0.04,4.07
829,20151225,4.06,4.04,4.06,4.06,0.0,4.06
830,20151224,4.07,4.02,4.06,4.08,-0.02,4.08
831,20151223,4.09,4.05,4.08,4.09,-0.01,4.13
832,20151222,4.1,4.06,4.09,4.12,-0.03,4.11
833,20151221,4.05,4.04,4.12,4.08,0.04,4.14
834,20151218,4.06,4.04,4.08,4.07,0.01,4.16
835,20151217,4.05,4.04,4.07,4.04,0.03,4.08
836,20151216,4.05,4.02,4.04,4.04,0.0,4.06
837,20151215,4.08,4.02,4.04,4.1,-0.06,4.09
838,20151214,4.0,4.0,4.1,4.04,0.06,4.11
839,20151211,4.05,4.0,4.04,4.07,-0.03,4.06
840,20151210,4.09,4.06,4.07,4.11,-0.04,4.16
841,20151209,4.04,4.04,4.11,4.06,0.05,4.11
842,20151208,4.09,4.04,4.06,4.12,-0.06,4.11
843,20151207,4.18,4.09,4.12,4.17,-0.05,4.19
844,20151204,4.25,4.15,4.17,4.34,-0.17,4.28
845,20151203,4.14,4.09,4.34,4.18,0.16,4.5
846,20151202,4.0,3.98,4.18,4.02,0.16,4.22
847,20151201,4.11,3.95,4.02,4.11,-0.09,4.11
848,20151130,3.96,3.95,4.11,3.95,0.16,4.11
849,20151127,4.06,3.91,3.95,4.07,-0.12,4.06
850,20151126,4.08,4.05,4.07,4.08,-0.01,4.09
851,20151125,4.03,4.01,4.08,4.04,0.04,4.08
852,20151124,4.01,3.98,4.04,4.02,0.02,4.04
853,20151123,4.03,4.0,4.02,4.05,-0.03,4.04
854,20151120,4.08,4.03,4.05,4.08,-0.03,4.08
855,20151119,4.07,4.05,4.08,4.07,0.01,4.09
856,20151118,4.06,4.05,4.07,4.06,0.01,4.12
857,20151117,4.05,4.05,4.06,4.05,0.01,4.11
858,20151116,3.99,3.98,4.05,4.02,0.03,4.07
859,20151113,4.02,4.01,4.02,4.05,-0.03,4.07
860,20151112,4.1,4.03,4.05,4.1,-0.05,4.11
861,20151111,4.14,4.03,4.1,4.15,-0.05,4.15
862,20151110,4.14,4.11,4.15,4.19,-0.04,4.22
863,20151109,4.07,4.06,4.19,4.01,0.18,4.3
864,20151106,3.97,3.94,4.01,4.0,0.01,4.03
865,20151105,3.9,3.88,4.0,3.93,0.07,4.1
866,20151104,3.81,3.8,3.93,3.81,0.12,3.93
867,20151103,3.85,3.79,3.81,3.85,-0.04,3.86
868,20151102,3.87,3.84,3.85,3.88,-0.03,3.91
869,20151030,3.88,3.87,3.88,3.89,-0.01,3.9
870,20151029,3.9,3.88,3.89,3.91,-0.02,3.91
871,20151028,3.91,3.89,3.91,3.92,-0.01,3.95
872,20151027,3.93,3.89,3.92,3.94,-0.02,3.94
873,20151026,3.97,3.93,3.94,3.95,-0.01,3.97
874,20151023,3.95,3.92,3.95,3.94,0.01,3.96
875,20151022,3.95,3.92,3.94,4.03,-0.09,4.0
876,20151021,3.92,3.89,4.03,3.91,0.12,4.1
877,20151020,3.9,3.88,3.91,3.91,0.0,3.92
878,20151019,3.93,3.87,3.91,3.92,-0.01,3.94
879,20151016,3.9,3.88,3.92,3.89,0.03,3.93
880,20151015,3.84,3.83,3.89,3.85,0.04,3.89
881,20151014,3.83,3.82,3.85,3.84,0.01,3.85
882,20151013,3.85,3.83,3.84,3.87,-0.03,3.86
883,20151012,3.8,3.78,3.87,3.8,0.07,3.9
884,20151009,3.79,3.77,3.8,3.78,0.02,3.81
885,20151008,3.79,3.76,3.78,3.72,0.06,3.82
886,20150930,3.73,3.71,3.72,3.72,0.0,3.75
887,20150929,3.76,3.71,3.72,3.8,-0.08,3.77
888,20150928,3.8,3.76,3.8,3.83,-0.03,3.81
889,20150925,3.79,3.76,3.83,3.79,0.04,3.84
890,20150924,3.8,3.77,3.79,3.8,-0.01,3.82
891,20150923,3.85,3.79,3.8,3.87,-0.07,3.87
892,20150922,3.85,3.83,3.87,3.85,0.02,3.88
893,20150921,3.84,3.8,3.85,3.86,-0.01,3.85
894,20150918,3.9,3.84,3.86,3.89,-0.03,3.9
895,20150917,3.91,3.88,3.89,3.94,-0.05,3.95
896,20150916,3.88,3.83,3.94,3.91,0.03,3.99
897,20150915,3.9,3.88,3.91,3.93,-0.02,3.98
898,20150914,3.93,3.83,3.93,3.93,0.0,4.01
899,20150911,3.99,3.91,3.93,4.0,-0.07,4.0
900,20150910,3.96,3.94,4.0,4.0,0.0,4.04
901,20150909,3.98,3.93,4.0,3.98,0.02,4.01
902,20150908,3.92,3.84,3.98,3.96,0.02,4.03
903,20150907,4.11,3.92,3.96,4.24,-0.28,4.12
904,20150902,3.93,3.85,4.24,4.05,0.19,4.29
905,20150901,3.81,3.78,4.05,3.86,0.19,4.14
906,20150831,3.83,3.72,3.86,3.89,-0.03,3.87
907,20150828,3.9,3.82,3.89,3.89,0.0,3.94
908,20150827,3.67,3.62,3.89,3.66,0.23,3.9
909,20150826,3.58,3.45,3.66,3.49,0.17,3.79
910,20150825,3.63,3.43,3.49,3.8,-0.31,3.88
911,20150824,4.05,3.74,3.8,4.15,-0.35,4.13
912,20150821,4.15,4.11,4.15,4.18,-0.03,4.25
913,20150820,4.3,4.16,4.18,4.2,-0.02,4.31
914,20150819,4.21,4.04,4.2,4.26,-0.06,4.28
915,20150818,4.33,4.25,4.26,4.33,-0.07,4.38
916,20150817,4.35,4.31,4.33,4.37,-0.04,4.37
917,20150814,4.39,4.36,4.37,4.39,-0.02,4.4
918,20150813,4.37,4.33,4.39,4.38,0.01,4.41
919,20150812,4.42,4.37,4.38,4.45,-0.07,4.43
920,20150811,4.47,4.42,4.45,4.49,-0.04,4.48
921,20150810,4.37,4.36,4.49,4.39,0.1,4.51
922,20150807,4.39,4.35,4.39,4.36,0.03,4.42
923,20150806,4.34,4.32,4.36,4.39,-0.03,4.42
924,20150805,4.45,4.38,4.39,4.48,-0.09,4.47
925,20150804,4.41,4.37,4.48,4.45,0.03,4.49
926,20150803,4.42,4.31,4.45,4.45,0.0,4.52
927,20150731,4.49,4.42,4.45,4.52,-0.07,4.55
928,20150730,4.62,4.51,4.52,4.63,-0.11,4.63
929,20150729,4.6,4.51,4.63,4.67,-0.04,4.64
930,20150728,4.5,4.44,4.67,4.63,0.04,4.85
931,20150727,4.96,4.55,4.63,5.01,-0.38,5.0
932,20150724,5.05,4.99,5.01,5.06,-0.05,5.08
933,20150723,5.02,5.0,5.06,5.04,0.02,5.07
934,20150722,5.05,5.02,5.04,5.08,-0.04,5.12
935,20150721,5.09,5.07,5.08,5.16,-0.08,5.17
936,20150720,5.1,5.06,5.16,5.17,-0.01,5.25
937,20150717,5.21,5.07,5.17,5.23,-0.06,5.24
938,20150716,5.37,5.11,5.23,5.37,-0.14,5.57
939,20150715,5.1,5.06,5.37,5.23,0.14,5.41
940,20150714,5.09,4.91,5.23,5.21,0.02,5.35
941,20150713,5.3,5.2,5.21,5.53,-0.32,5.4
942,20150710,5.39,5.21,5.53,5.6,-0.07,5.94
943,20150709,5.59,5.08,5.6,5.59,0.01,5.96
944,20150708,5.1,4.85,5.59,5.39,0.2,5.6
945,20150707,4.8,4.79,5.39,4.9,0.49,5.39
946,20150706,4.85,4.6,4.9,4.46,0.44,4.91
947,20150703,4.7,4.4,4.46,4.82,-0.36,4.8
948,20150702,4.78,4.56,5.01,4.75,0.26,5.1
949,20150701,4.87,4.72,4.75,4.89,-0.14,4.9
950,20150630,4.6,4.51,4.89,4.56,0.33,4.9
951,20150629,4.66,4.23,4.56,4.53,0.03,4.7
952,20150626,4.67,4.33,4.53,4.74,-0.21,4.79
953,20150625,4.91,4.7,4.74,4.8,-0.06,4.94
954,20150624,4.75,4.66,4.8,4.72,0.08,4.8
955,20150623,4.55,4.47,4.72,4.53,0.19,4.73
956,20150619,4.68,4.5,4.53,4.73,-0.2,4.79
957,20150618,4.89,4.71,4.73,4.95,-0.22,4.9
958,20150617,5.01,4.91,4.95,4.83,0.12,5.08
959,20150616,4.92,4.78,4.83,4.96,-0.13,5.03
960,20150615,5.08,4.94,4.96,5.1,-0.14,5.08
961,20150612,5.02,4.91,5.1,5.01,0.09,5.1
962,20150611,5.14,4.95,5.01,5.15,-0.14,5.18
963,20150610,5.15,5.08,5.15,5.29,-0.14,5.23
964,20150609,5.25,5.12,5.29,5.17,0.12,5.46
965,20150608,4.72,4.72,5.17,4.7,0.47,5.17
966,20150605,4.8,4.61,4.7,4.71,-0.01,4.84
967,20150604,4.51,4.47,4.71,4.48,0.23,4.74
968,20150603,4.51,4.42,4.48,4.48,0.0,4.53
969,20150602,4.49,4.42,4.48,4.5,-0.02,4.53
970,20150601,4.34,4.29,4.5,4.33,0.17,4.53
971,20150529,4.38,4.24,4.33,4.38,-0.05,4.41
972,20150528,4.64,4.37,4.38,4.65,-0.27,4.66
973,20150527,4.68,4.61,4.65,4.68,-0.03,4.7
974,20150526,4.69,4.61,4.68,4.67,0.01,4.72
975,20150525,4.6,4.59,4.67,4.57,0.1,4.68
976,20150522,4.49,4.46,4.57,4.44,0.13,4.57
977,20150521,4.43,4.4,4.44,4.44,0.0,4.45
978,20150520,4.46,4.41,4.44,4.46,-0.02,4.51
979,20150519,4.31,4.3,4.46,4.33,0.13,4.48
980,20150518,4.4,4.31,4.33,4.44,-0.11,4.4
981,20150515,4.52,4.42,4.44,4.55,-0.11,4.53
982,20150514,4.58,4.52,4.55,4.56,-0.01,4.61
983,20150513,4.63,4.53,4.56,4.58,-0.02,4.65
984,20150512,4.55,4.51,4.58,4.56,0.02,4.6
985,20150511,4.5,4.42,4.56,4.49,0.07,4.56
986,20150508,4.47,4.42,4.49,4.43,0.06,4.5
987,20150507,4.49,4.41,4.43,4.51,-0.08,4.51
988,20150506,4.58,4.43,4.51,4.59,-0.08,4.69
989,20150505,4.82,4.56,4.59,4.83,-0.24,4.82
990,20150504,4.83,4.74,4.83,4.84,-0.01,4.85
991,20150430,4.96,4.83,4.84,4.97,-0.13,4.96
992,20150429,5.0,4.85,4.97,5.06,-0.09,5.01
993,20150428,4.83,4.81,5.06,4.81,0.25,5.29
994,20150427,4.66,4.66,4.81,4.66,0.15,4.82
995,20150424,4.71,4.6,4.66,4.8,-0.14,4.73
996,20150423,4.86,4.75,4.8,4.86,-0.06,4.88
997,20150422,4.79,4.75,4.86,4.78,0.08,4.86
998,20150421,4.7,4.66,4.78,4.74,0.04,4.78
999,20150420,4.99,4.7,4.74,4.93,-0.19,4.99
1000,20150417,4.9,4.83,4.93,4.8,0.13,5.0
1001,20150416,4.67,4.63,4.8,4.71,0.09,4.81
1002,20150415,4.64,4.62,4.71,4.63,0.08,4.79
1003,20150414,4.67,4.6,4.63,4.68,-0.05,4.67
1004,20150413,4.65,4.58,4.68,4.56,0.12,4.72
1005,20150410,4.49,4.46,4.56,4.49,0.07,4.57
1006,20150409,4.54,4.47,4.49,4.53,-0.04,4.64
1007,20150408,4.48,4.4,4.53,4.47,0.06,4.54
1008,20150407,4.42,4.41,4.47,4.37,0.1,4.49
1009,20150403,4.33,4.31,4.37,4.36,0.01,4.37
1010,20150402,4.41,4.32,4.36,4.41,-0.05,4.44
1011,20150401,4.38,4.35,4.41,4.38,0.03,4.44
1012,20150331,4.52,4.36,4.38,4.46,-0.08,4.58
1013,20150330,4.37,4.34,4.46,4.32,0.14,4.47
1014,20150327,4.3,4.26,4.32,4.31,0.01,4.4
1015,20150326,4.28,4.23,4.31,4.3,0.01,4.37
1016,20150325,4.4,4.28,4.3,4.44,-0.14,4.44
1017,20150324,4.42,4.36,4.44,4.43,0.01,4.55
1018,20150323,4.43,4.38,4.43,4.38,0.05,4.47
1019,20150320,4.27,4.23,4.38,4.27,0.11,4.45
1020,20150319,4.33,4.24,4.27,4.33,-0.06,4.34
1021,20150318,4.22,4.21,4.33,4.21,0.12,4.33
1022,20150317,4.21,4.16,4.21,4.18,0.03,4.23
1023,20150316,4.15,4.09,4.18,4.15,0.03,4.19
1024,20150313,4.2,4.12,4.15,4.18,-0.03,4.27
1025,20150312,4.09,4.07,4.18,4.01,0.17,4.26
1026,20150311,3.95,3.95,4.01,3.93,0.08,4.08
1027,20150310,3.98,3.92,3.93,4.03,-0.1,4.0
1028,20150309,3.85,3.81,4.03,3.83,0.2,4.06
1029,20150306,3.78,3.77,3.83,3.8,0.03,3.88
1030,20150305,3.88,3.75,3.8,3.91,-0.11,3.88
1031,20150304,3.95,3.89,3.91,3.97,-0.06,3.97
1032,20150303,4.07,3.96,3.97,4.11,-0.14,4.08
1033,20150302,4.12,4.07,4.11,4.11,0.0,4.13
1034,20150227,4.12,4.09,4.11,4.14,-0.03,4.15
1035,20150226,4.04,3.98,4.14,4.05,0.09,4.14
1036,20150225,4.1,4.03,4.05,4.1,-0.05,4.1
1037,20150217,4.09,4.08,4.1,4.09,0.01,4.14
1038,20150216,4.09,4.05,4.09,4.11,-0.02,4.11
1039,20150213,4.08,4.05,4.11,4.06,0.05,4.18
1040,20150212,4.09,4.01,4.06,4.07,-0.01,4.09
1041,20150211,4.1,4.04,4.07,4.1,-0.03,4.11
1042,20150210,4.0,3.97,4.1,4.03,0.07,4.1
1043,20150209,3.97,3.88,4.03,4.01,0.02,4.09
1044,20150206,4.05,3.96,4.01,4.13,-0.12,4.12
1045,20150205,4.37,4.12,4.13,4.13,0.0,4.37
1046,20150204,4.24,4.12,4.13,4.28,-0.15,4.27
1047,20150203,4.18,4.04,4.28,4.13,0.15,4.32
1048,20150202,4.24,4.12,4.13,4.4,-0.27,4.3
1049,20150130,4.45,4.34,4.4,4.4,0.0,4.48
1050,20150129,4.44,4.39,4.4,4.55,-0.15,4.5
1051,20150128,4.57,4.5,4.55,4.63,-0.08,4.66
1052,20150127,4.75,4.53,4.63,4.78,-0.15,4.76
1053,20150126,4.78,4.62,4.78,4.84,-0.06,4.82
1054,20150123,4.88,4.8,4.84,4.84,0.0,4.99
1055,20150122,4.88,4.75,4.84,4.89,-0.05,4.89
1056,20150121,4.49,4.41,4.89,4.45,0.44,4.9
1057,20150120,4.48,4.31,4.45,4.48,-0.03,4.57
1058,20150119,4.53,4.48,4.48,4.98,-0.5,4.78
1059,20150116,4.89,4.83,4.98,4.87,0.11,5.08
1060,20150115,4.59,4.51,4.87,4.59,0.28,4.89
1061,20150114,4.46,4.46,4.59,4.44,0.15,4.65
1062,20150113,4.39,4.31,4.44,4.4,0.04,4.44
1063,20150112,4.38,4.3,4.4,4.47,-0.07,4.49
1064,20150109,4.28,4.23,4.47,4.33,0.14,4.76
1065,20150108,4.55,4.31,4.33,4.54,-0.21,4.57
1066,20150107,4.46,4.44,4.54,4.56,-0.02,4.64
1067,20150106,4.38,4.28,4.56,4.42,0.14,4.74
1068,20150105,4.18,4.18,4.42,4.15,0.27,4.5
