,trade_date,open,low,close,pre_close,change,high
152,20181009,3.61,3.58,3.59,3.62,-0.03,3.62
153,20181008,3.66,3.59,3.62,3.72,-0.1,3.66
154,20180928,3.68,3.67,3.72,3.68,0.04,3.75
155,20180927,3.67,3.64,3.68,3.68,0.0,3.68
156,20180926,3.65,3.64,3.68,3.65,0.03,3.71
157,20180925,3.65,3.63,3.65,3.68,-0.03,3.67
158,20180921,3.57,3.56,3.68,3.57,0.11,3.69
159,20180920,3.58,3.54,3.57,3.56,0.01,3.6
160,20180919,3.55,3.54,3.56,3.55,0.01,3.58
161,20180918,3.53,3.51,3.55,3.52,0.03,3.55
162,20180917,3.53,3.51,3.52,3.54,-0.02,3.54
163,20180914,3.54,3.53,3.54,3.54,0.0,3.55
164,20180913,3.51,3.5,3.54,3.49,0.05,3.54
165,20180912,3.5,3.47,3.49,3.51,-0.02,3.51
166,20180911,3.51,3.49,3.51,3.52,-0.01,3.53
167,20180910,3.5,3.49,3.52,3.51,0.01,3.53
168,20180907,3.5,3.5,3.51,3.5,0.01,3.53
169,20180906,3.53,3.5,3.5,3.53,-0.03,3.54
170,20180905,3.57,3.53,3.53,3.58,-0.05,3.58
171,20180904,3.55,3.53,3.58,3.55,0.03,3.59
172,20180903,3.55,3.53,3.55,3.55,0.0,3.56
173,20180831,3.54,3.53,3.55,3.53,0.02,3.58
174,20180830,3.56,3.53,3.53,3.56,-0.03,3.57
175,20180829,3.55,3.54,3.56,3.56,0.0,3.56
176,20180828,3.55,3.55,3.56,3.55,0.01,3.58
177,20180827,3.54,3.53,3.55,3.53,0.02,3.56
178,20180824,3.5,3.48,3.53,3.5,0.03,3.57
179,20180823,3.5,3.48,3.5,3.5,0.0,3.52
180,20180822,3.51,3.48,3.5,3.52,-0.02,3.52
181,20180821,3.5,3.48,3.52,3.5,0.02,3.54
182,20180820,3.46,3.45,3.5,3.45,0.05,3.5
183,20180817,3.48,3.44,3.45,3.47,-0.02,3.48
184,20180816,3.43,3.42,3.47,3.45,0.02,3.48
185,20180815,3.5,3.45,3.45,3.51,-0.06,3.51
186,20180814,3.5,3.47,3.51,3.5,0.01,3.51
187,20180813,3.52,3.46,3.5,3.54,-0.04,3.53
188,20180810,3.56,3.53,3.54,3.56,-0.02,3.57
189,20180809,3.52,3.51,3.56,3.53,0.03,3.57
190,20180808,3.55,3.52,3.53,3.56,-0.03,3.56
191,20180807,3.51,3.5,3.56,3.51,0.05,3.56
192,20180806,3.49,3.49,3.51,3.49,0.02,3.55
193,20180803,3.49,3.47,3.49,3.49,0.0,3.53
194,20180802,3.55,3.47,3.49,3.56,-0.07,3.56
195,20180801,3.62,3.56,3.56,3.62,-0.06,3.66
196,20180731,3.59,3.56,3.62,3.6,0.02,3.63
197,20180730,3.56,3.55,3.6,3.56,0.04,3.6
198,20180727,3.56,3.54,3.56,3.57,-0.01,3.57
199,20180726,3.6,3.55,3.57,3.59,-0.02,3.62
200,20180725,3.61,3.58,3.59,3.6,-0.01,3.62
201,20180724,3.58,3.57,3.6,3.59,0.01,3.64
202,20180723,3.53,3.51,3.59,3.55,0.04,3.61
203,20180720,3.45,3.44,3.55,3.45,0.1,3.58
204,20180719,3.47,3.43,3.45,3.46,-0.01,3.47
205,20180718,3.49,3.46,3.46,3.48,-0.02,3.52
206,20180717,3.5,3.46,3.48,3.5,-0.02,3.5
207,20180716,3.56,3.48,3.5,3.56,-0.06,3.56
208,20180713,3.62,3.55,3.56,3.61,-0.05,3.62
209,20180712,3.71,3.7,3.79,3.72,0.07,3.8
210,20180711,3.67,3.66,3.72,3.73,-0.01,3.73
211,20180710,3.76,3.71,3.73,3.75,-0.02,3.77
212,20180709,3.61,3.6,3.75,3.6,0.15,3.77
213,20180706,3.58,3.56,3.6,3.58,0.02,3.63
214,20180705,3.53,3.52,3.58,3.53,0.05,3.59
215,20180704,3.5,3.49,3.53,3.51,0.02,3.55
216,20180703,3.46,3.46,3.51,3.47,0.04,3.51
217,20180702,3.6,3.44,3.47,3.61,-0.14,3.61
218,20180629,3.57,3.56,3.61,3.56,0.05,3.62
219,20180628,3.59,3.55,3.56,3.62,-0.06,3.61
220,20180627,3.64,3.56,3.62,3.65,-0.03,3.65
221,20180626,3.68,3.6,3.65,3.7,-0.05,3.68
222,20180625,3.75,3.68,3.7,3.74,-0.04,3.76
223,20180622,3.72,3.71,3.74,3.74,0.0,3.74
224,20180621,3.73,3.72,3.74,3.73,0.01,3.76
225,20180620,3.75,3.72,3.73,3.76,-0.03,3.75
226,20180619,3.73,3.71,3.76,3.75,0.01,3.78
227,20180615,3.73,3.72,3.75,3.73,0.02,3.76
228,20180614,3.71,3.7,3.73,3.73,0.0,3.74
229,20180613,3.74,3.7,3.73,3.74,-0.01,3.74
230,20180612,3.73,3.72,3.74,3.74,0.0,3.75
231,20180611,3.73,3.71,3.74,3.74,0.0,3.74
232,20180608,3.77,3.73,3.74,3.78,-0.04,3.78
233,20180607,3.78,3.77,3.78,3.77,0.01,3.8
234,20180606,3.79,3.76,3.77,3.79,-0.02,3.79
235,20180605,3.79,3.77,3.79,3.79,0.0,3.8
236,20180604,3.77,3.76,3.79,3.76,0.03,3.8
237,20180601,3.76,3.74,3.76,3.77,-0.01,3.78
238,20180531,3.78,3.75,3.77,3.76,0.01,3.78
239,20180530,3.8,3.76,3.76,3.83,-0.07,3.8
240,20180529,3.8,3.76,3.83,3.82,0.01,3.84
241,20180528,3.81,3.78,3.82,3.82,0.0,3.83
242,20180525,3.81,3.8,3.82,3.81,0.01,3.83
243,20180524,3.84,3.8,3.81,3.84,-0.03,3.85
244,20180523,3.87,3.84,3.84,3.88,-0.04,3.87
245,20180522,3.91,3.85,3.88,3.91,-0.03,3.91
246,20180521,3.91,3.89,3.91,3.9,0.01,3.93
247,20180518,3.85,3.84,3.9,3.85,0.05,3.9
248,20180517,3.85,3.84,3.85,3.85,0.0,3.86
249,20180516,3.88,3.85,3.85,3.89,-0.04,3.88
250,20180515,3.91,3.87,3.89,3.9,-0.01,3.91
251,20180514,3.9,3.88,3.9,3.9,0.0,3.93
252,20180511,3.89,3.87,3.9,3.88,0.02,3.92
253,20180510,3.88,3.86,3.88,3.88,0.0,3.9
254,20180509,3.87,3.85,3.88,3.87,0.01,3.88
255,20180508,3.83,3.82,3.87,3.83,0.04,3.89
256,20180507,3.81,3.79,3.83,3.8,0.03,3.84
257,20180504,3.81,3.8,3.8,3.82,-0.02,3.82
258,20180503,3.8,3.79,3.82,3.81,0.01,3.83
259,20180502,3.83,3.79,3.81,3.82,-0.01,3.85
260,20180427,3.8,3.77,3.82,3.79,0.03,3.82
261,20180426,3.81,3.76,3.79,3.8,-0.01,3.81
262,20180425,3.82,3.79,3.8,3.84,-0.04,3.83
263,20180424,3.78,3.78,3.84,3.78,0.06,3.86
264,20180423,3.76,3.76,3.78,3.78,0.0,3.8
265,20180420,3.78,3.74,3.78,3.79,-0.01,3.79
266,20180419,3.78,3.77,3.79,3.78,0.01,3.81
267,20180418,3.81,3.76,3.78,3.76,0.02,3.81
268,20180417,3.77,3.75,3.76,3.77,-0.01,3.8
269,20180416,3.85,3.76,3.77,3.87,-0.1,3.86
270,20180413,3.95,3.86,3.87,3.91,-0.04,3.95
271,20180412,3.95,3.9,3.91,3.97,-0.06,3.96
272,20180411,3.93,3.9,3.97,3.93,0.04,4.01
273,20180410,3.85,3.83,3.93,3.85,0.08,3.94
274,20180409,3.84,3.82,3.85,3.85,0.0,3.86
275,20180404,3.87,3.85,3.85,3.88,-0.03,3.89
276,20180403,3.85,3.83,3.88,3.88,0.0,3.89
277,20180402,3.93,3.87,3.88,3.93,-0.05,3.94
278,20180330,3.99,3.91,3.93,3.99,-0.06,3.99
279,20180329,3.96,3.91,3.99,3.96,0.03,4.02
280,20180328,3.93,3.93,3.96,3.97,-0.01,4.0
281,20180327,4.03,3.93,3.97,3.99,-0.02,4.04
282,20180326,4.08,3.96,3.99,4.12,-0.13,4.09
283,20180323,4.11,4.03,4.12,4.17,-0.05,4.13
284,20180322,4.16,4.13,4.17,4.17,0.0,4.18
285,20180321,4.17,4.16,4.17,4.17,0.0,4.19
286,20180320,4.12,4.11,4.17,4.13,0.04,4.18
287,20180319,4.13,4.12,4.13,4.13,0.0,4.14
288,20180316,4.17,4.13,4.13,4.17,-0.04,4.18
289,20180315,4.15,4.15,4.17,4.17,0.0,4.19
290,20180314,4.18,4.15,4.17,4.19,-0.02,4.19
291,20180313,4.18,4.18,4.19,4.17,0.02,4.24
292,20180312,4.2,4.16,4.17,4.18,-0.01,4.21
293,20180309,4.2,4.16,4.18,4.2,-0.02,4.22
294,20180308,4.22,4.18,4.2,4.22,-0.02,4.22
295,20180307,4.21,4.2,4.22,4.19,0.03,4.27
296,20180306,4.17,4.13,4.19,4.16,0.03,4.21
297,20180305,4.16,4.12,4.16,4.17,-0.01,4.19
298,20180302,4.2,4.14,4.17,4.22,-0.05,4.2
299,20180301,4.2,4.19,4.22,4.23,-0.01,4.26
300,20180228,4.27,4.21,4.23,4.32,-0.09,4.28
301,20180227,4.4,4.3,4.32,4.4,-0.08,4.4
302,20180226,4.42,4.36,4.4,4.39,0.01,4.48
303,20180223,4.39,4.34,4.39,4.37,0.02,4.4
304,20180222,4.34,4.34,4.37,4.28,0.09,4.4
305,20180214,4.27,4.22,4.28,4.28,0.0,4.3
306,20180213,4.24,4.23,4.28,4.21,0.07,4.35
307,20180212,4.25,4.19,4.21,4.29,-0.08,4.3
308,20180209,4.3,4.12,4.29,4.42,-0.13,4.34
309,20180208,4.52,4.33,4.42,4.59,-0.17,4.54
310,20180207,4.82,4.52,4.59,4.76,-0.17,4.87
311,20180206,4.69,4.65,4.76,4.76,0.0,4.85
312,20180205,4.51,4.51,4.76,4.58,0.18,4.78
313,20180202,4.58,4.51,4.58,4.63,-0.05,4.6
314,20180201,4.53,4.52,4.63,4.54,0.09,4.65
315,20180131,4.46,4.45,4.54,4.48,0.06,4.55
316,20180130,4.57,4.47,4.48,4.6,-0.12,4.61
317,20180129,4.67,4.57,4.6,4.65,-0.05,4.75
318,20180126,4.61,4.56,4.65,4.63,0.02,4.73
319,20180125,4.66,4.52,4.63,4.69,-0.06,4.69
320,20180124,4.71,4.62,4.69,4.68,0.01,4.79
321,20180123,4.4,4.38,4.68,4.4,0.28,4.71
322,20180122,4.37,4.35,4.4,4.4,0.0,4.52
323,20180119,4.43,4.36,4.4,4.36,0.04,4.51
324,20180118,4.27,4.24,4.36,4.24,0.12,4.36
325,20180117,4.23,4.23,4.24,4.22,0.02,4.34
326,20180116,4.17,4.16,4.22,4.18,0.04,4.23
327,20180115,4.1,4.09,4.18,4.09,0.09,4.2
328,20180112,4.09,4.07,4.09,4.09,0.0,4.12
329,20180111,4.03,4.03,4.09,4.03,0.06,4.1
330,20180110,3.97,3.96,4.03,3.96,0.07,4.04
331,20180109,4.01,3.95,3.96,4.01,-0.05,4.01
332,20180108,3.98,3.98,4.01,3.98,0.03,4.02
333,20180105,4.0,3.96,3.98,4.0,-0.02,4.01
334,20180104,4.0,3.97,4.0,4.0,0.0,4.03
335,20180103,3.97,3.96,4.0,3.98,0.02,4.02
336,20180102,3.98,3.93,3.98,3.97,0.01,4.05
337,20171229,3.94,3.93,3.97,3.93,0.04,3.99
338,20171228,3.9,3.9,3.93,3.92,0.01,3.95
339,20171227,3.95,3.89,3.92,3.95,-0.03,3.98
340,20171226,3.92,3.91,3.95,3.92,0.03,3.97
341,20171225,3.9,3.9,3.92,3.9,0.02,3.94
342,20171222,3.91,3.89,3.9,3.9,0.0,3.91
343,20171221,3.9,3.89,3.9,3.9,0.0,3.92
344,20171220,3.9,3.88,3.9,3.89,0.01,3.92
345,20171219,3.87,3.86,3.89,3.86,0.03,3.9
346,20171218,3.88,3.85,3.86,3.86,0.0,3.89
347,20171215,3.9,3.86,3.86,3.89,-0.03,3.9
348,20171214,3.91,3.88,3.89,3.9,-0.01,3.93
349,20171213,3.88,3.87,3.9,3.88,0.02,3.91
350,20171212,3.93,3.88,3.88,3.93,-0.05,3.93
351,20171211,3.92,3.9,3.93,3.92,0.01,3.93
352,20171208,3.94,3.91,3.92,3.94,-0.02,3.94
353,20171207,3.96,3.91,3.94,3.96,-0.02,3.96
354,20171206,3.98,3.94,3.96,3.98,-0.02,4.0
355,20171205,3.92,3.9,3.98,3.92,0.06,4.02
356,20171204,3.92,3.89,3.92,3.92,0.0,3.93
357,20171201,3.93,3.89,3.92,3.93,-0.01,3.95
358,20171130,3.93,3.9,3.93,3.93,0.0,3.95
359,20171129,3.92,3.88,3.93,3.92,0.01,3.95
360,20171128,3.93,3.89,3.92,3.95,-0.03,3.94
361,20171127,3.99,3.9,3.95,4.0,-0.05,3.99
362,20171124,3.99,3.96,4.0,4.0,0.0,4.03
363,20171123,4.02,3.97,4.0,4.03,-0.03,4.07
364,20171122,3.94,3.93,4.03,3.92,0.11,4.04
365,20171121,3.94,3.91,3.92,3.94,-0.02,3.98
366,20171120,3.91,3.89,3.94,3.92,0.02,3.96
367,20171117,3.85,3.84,3.92,3.84,0.08,3.94
368,20171116,3.87,3.83,3.84,3.87,-0.03,3.87
369,20171115,3.87,3.85,3.87,3.88,-0.01,3.88
370,20171114,3.87,3.85,3.88,3.89,-0.01,3.88
371,20171113,3.86,3.84,3.89,3.87,0.02,3.91
372,20171110,3.92,3.84,3.87,3.92,-0.05,3.92
373,20171109,3.94,3.91,3.92,3.95,-0.03,3.95
374,20171108,3.92,3.9,3.95,3.91,0.04,3.95
375,20171107,3.87,3.86,3.91,3.87,0.04,3.93
376,20171106,3.86,3.84,3.87,3.88,-0.01,3.88
377,20171103,3.88,3.84,3.88,3.89,-0.01,3.89
